17
818 975
839 491 573
483 426 350
532 4 333
410 527 -745
155 88 -802
852 513 791
366 557 111
524 528 83
70 191 555
17 158 633
11 317 -324
663 571 222
250 40 -813
467 161 453
467 28 -822
505 19 43
607 183 -76
262 358 -183
723 516 150
470 717 -532
769 484 732
864 503 -474
482 618 140
472 57 990
553 666 405
768 240 156
157 314 -394
26 767 -888
342 716 -174
576 256 -967
566 652 -215
117 307 -752
856 563 749
302 838 -491
89 264 -57
650 335 -68
45 479 -604
862 341 687
582 367 570
579 287 209
711 412 499
295 815 -677
144 349 770
144 363 -314
449 164 -123
864 117 446
527 312 -532
528 744 776
249 201 -772
809 840 395
776 222 517
353 718 -896
301 705 -209
668 797 766
478 506 -734
5 791 -423
433 622 31
61 16 882
399 585 -792
237 243 960
3 844 500
691 295 743
791 133 585
723 228 568
672 668 825
72 448 138
211 590 -38
256 281 494
798 769 -386
549 76 862
684 830 26
713 199 961
105 286 453
73 57 7
358 851 500
330 158 -58
691 300 788
106 348 -561
232 497 -908
416 334 253
68 67 111
525 723 -389
591 622 -716
467 90 -913
195 824 -302
442 174 774
539 186 566
562 335 -373
316 528 -974
465 815 -77
116 279 133
517 253 588
755 84 -531
636 273 202
82 581 169
478 278 286
121 107 510
205 704 704
95 564 -299
432 34 -171
815 41 -374
107 416 610
306 827 754
558 796 -699
607 298 -614
88 743 -771
563 535 -921
59 361 662
837 543 743
627 209 408
419 802 257
387 400 495
775 586 203
688 758 -944
555 119 -332
466 378 676
126 129 236
325 464 906
11 478 357
632 802 305
478 379 -634
648 838 -770
756 194 -717
454 367 271
407 530 503
810 349 -803
195 775 -375
221 4 313
47 692 -440
591 565 571
569 407 -712
181 19 -204
342 422 177
73 100 -480
175 268 -717
671 742 992
846 276 731
350 836 -919
384 772 -254
449 806 -54
426 786 766
194 590 -300
837 123 -398
605 253 33
280 244 -820
427 392 582
784 722 621
366 849 -663
644 158 551
614 198 94
826 574 267
186 823 698
88 72 -687
375 256 660
755 623 -629
409 380 -562
709 460 247
566 841 -800
163 268 300
211 275 -565
805 280 -257
517 511 655
757 396 522
117 65 374
689 674 -231
685 566 464
388 706 405
779 784 -971
575 280 -939
405 64 -746
349 585 816
747 473 339
680 215 124
686 846 314
49 636 942
575 359 -488
550 341 -391
791 859 -677
698 356 -515
69 534 -589
319 16 5
24 513 920
70 265 -867
477 283 910
57 642 557
331 597 603
307 614 -424
581 81 784
844 725 -821
378 664 -697
780 505 85
80 536 -443
501 244 -828
651 431 -784
176 677 555
730 767 -355
726 419 -144
822 93 -779
549 860 567
316 563 -694
732 167 -806
515 124 587
226 209 965
714 270 951
371 206 -999
720 819 857
580 387 782
159 202 -815
258 300 -847
433 66 83
568 141 -754
97 20 743
95 182 562
464 784 -512
762 200 -252
431 674 933
629 630 -881
815 189 -575
764 790 833
747 4 -633
582 138 573
741 259 915
54 138 16
825 850 478
232 532 -8
406 784 -97
40 346 180
444 554 -530
180 93 922
433 592 656
532 599 21
480 240 -23
351 19 -727
17 669 84
255 225 -91
353 143 611
498 746 -707
567 150 -282
311 125 -978
362 791 152
365 462 -436
471 172 -118
309 657 715
152 179 329
613 659 -11
227 601 -534
109 305 -577
399 597 371
276 776 -319
136 370 281
857 128 -659
228 799 12
754 63 980
673 73 347
457 418 -306
359 708 -147
759 34 813
777 420 -552
401 538 -801
3 263 -733
167 633 472
87 829 -931
179 187 -165
484 789 375
375 45 -335
79 454 611
130 576 862
483 532 -94
508 264 -386
542 150 -873
258 192 975
329 828 -338
503 509 -210
89 857 -541
144 550 259
327 178 899
63 287 -19
359 145 741
458 393 941
117 766 -135
325 852 -979
797 279 977
169 647 49
606 740 -603
520 274 -126
691 188 141
573 384 -762
519 242 85
551 501 901
379 862 -916
22 228 -109
123 604 647
22 705 609
829 221 -418
233 15 47
568 122 873
339 589 127
487 398 -328
841 259 -299
866 252 288
320 540 -984
258 794 -518
221 777 -219
556 381 -178
721 235 -301
336 358 933
17 722 -235
94 42 771
205 75 260
574 573 218
862 772 388
457 694 -549
838 135 -950
98 697 164
439 569 -47
819 127 737
674 85 -567
606 219 -944
543 511 186
699 525 -457
671 638 499
544 757 -919
236 726 -228
659 205 898
811 532 396
788 274 290
342 227 -147
229 656 -774
64 555 831
446 37 988
210 763 -36
249 856 412
727 322 -82
835 720 624
34 85 477
179 607 -669
123 811 -972
179 168 850
450 376 -779
494 135 -717
492 19 768
305 675 946
207 234 -969
347 839 -595
707 852 796
59 543 776
694 193 332
350 221 883
107 125 631
663 590 635
224 327 122
605 713 -816
32 367 -283
418 190 272
352 117 874
116 623 839
844 701 210
826 530 -671
639 48 947
835 758 487
312 464 800
129 200 484
78 529 15
681 616 864
331 329 857
552 456 -733
68 293 705
156 674 -229
680 824 -850
826 591 -876
287 84 -790
445 5 744
697 160 -742
450 572 94
218 148 -649
761 678 175
79 462 -755
315 236 -399
378 74 -893
430 449 -647
629 213 -599
824 285 942
517 614 505
544 16 151
787 567 506
780 17 -987
305 651 -841
756 423 -563
529 557 129
199 157 357
228 276 878
772 122 997
353 286 299
788 215 -860
92 560 -161
562 286 -874
868 211 -93
419 275 -752
459 432 976
506 526 340
352 796 -86
837 214 -213
573 103 517
410 498 -125
315 405 -146
778 365 374
38 594 -711
86 645 529
471 713 629
716 160 -874
361 353 856
508 214 822
26 806 214
334 166 -440
658 690 -13
747 317 -91
267 90 30
64 828 654
305 852 393
719 525 -519
654 371 421
836 97 247
12 540 -882
206 720 46
634 141 610
240 369 -589
138 87 -94
478 486 51
152 453 -109
718 71 897
753 574 -37
118 391 191
191 580 730
817 364 462
36 124 404
565 535 617
697 132 859
546 707 152
189 742 -369
643 826 -225
678 612 -36
615 71 -794
321 729 -953
194 157 575
575 539 54
339 323 -376
123 296 -155
684 299 781
181 633 28
162 71 654
245 429 212
586 322 -559
587 307 -547
800 193 -969
588 181 139
16 239 606
751 773 233
792 66 -916
432 229 -217
778 405 -638
185 58 -170
184 130 -380
546 191 739
462 137 -341
170 567 -328
713 575 632
739 18 -481
461 760 -545
230 35 -632
566 220 -526
534 727 568
521 519 63
125 529 616
417 753 654
865 315 -127
419 867 -1000
657 770 631
466 220 -459
756 236 -891
164 45 97
429 781 225
462 825 861
392 738 879
506 166 523
596 159 -458
273 512 -167
804 634 -608
36 697 328
302 165 500
137 790 -243
596 771 -285
1 226 322
256 396 -709
152 411 -128
470 502 -751
345 115 -802
409 528 -550
24 252 438
723 12 -294
591 498 511
430 153 -883
675 368 37
650 128 -6
499 76 -57
69 84 412
167 11 -81
706 716 720
335 549 -727
555 432 83
186 504 -44
322 3 620
502 620 333
488 115 884
559 327 916
522 525 -360
282 222 887
9 794 47
844 181 438
30 358 -346
319 41 -680
652 628 -394
398 296 932
690 41 -627
718 44 580
700 186 -139
70 228 -334
571 556 -286
84 398 212
537 867 555
349 607 242
123 831 375
182 396 -491
381 657 138
287 572 420
382 261 -651
794 823 446
260 784 252
536 3 650
635 227 -494
137 237 -739
721 479 720
202 217 413
222 865 646
674 692 -876
280 88 -778
170 317 970
183 291 -502
543 237 435
778 696 332
288 134 645
731 513 88
269 15 313
213 807 967
6 583 583
491 724 -884
357 725 182
354 465 440
551 585 88
591 426 -773
243 213 325
828 307 -529
389 325 -530
387 560 118
869 465 968
220 174 5
728 710 222
524 448 818
504 462 -998
654 260 -188
832 464 312
117 471 -599
448 124 366
322 695 -557
132 374 -553
142 49 747
585 403 -712
304 655 167
565 452 761
425 718 113
241 187 -470
659 47 -212
743 648 -745
96 704 -585
616 823 -447
467 549 -259
235 164 -279
130 759 -453
275 30 964
365 650 346
162 12 -758
267 283 214
220 556 -389
323 494 325
867 710 -444
611 757 -317
70 392 -562
591 797 -647
247 598 -90
130 355 -295
340 798 -682
262 684 -642
756 821 338
332 592 786
608 193 129
566 340 -509
557 502 285
410 648 -178
613 356 109
479 381 585
607 97 -356
452 735 856
706 183 292
440 847 -835
719 690 -848
371 10 -187
619 261 934
1 253 968
801 688 -37
228 362 127
135 749 959
640 199 105
546 218 -627
46 66 170
280 569 180
24 28 -560
495 826 -109
147 44 -329
772 853 -261
157 838 554
789 7 872
200 844 114
536 734 462
360 704 69
168 724 286
43 305 -397
281 179 -632
577 753 999
827 619 13
775 111 523
247 351 288
424 193 920
343 114 40
625 836 787
64 597 -584
349 537 181
654 86 836
637 579 231
611 495 -530
143 496 -834
200 509 -982
308 166 290
156 521 153
112 730 10
787 659 531
654 464 -888
33 845 -624
268 781 988
856 240 577
87 302 905
104 357 624
249 791 680
643 400 -974
622 101 -410
314 461 36
93 727 306
572 374 389
634 104 670
553 687 -829
137 141 -275
653 534 -509
727 836 970
674 336 -877
644 649 48
646 320 -806
449 463 946
59 592 -825
968 859
275 69 941
55 278 255
574 36 105
332 83 -475
858 285 817
587 872 224
402 657 -805
842 624 -279
883 233 772
783 668 240
485 110 732
746 623 -806
670 20 555
547 472 468
59 944 -354
794 563 -161
483 372 294
44 129 -315
345 896 253
866 51 583
396 883 -626
90 217 -481
711 105 -523
791 489 679
816 177 707
790 704 779
725 20 -664
350 907 -403
536 119 273
209 670 -230
129 152 990
681 379 -508
726 126 -386
701 833 -567
63 655 560
460 664 13
498 848 241
372 83 -337
610 67 -890
645 853 786
497 746 -282
293 65 191
481 318 -406
272 352 -414
180 877 -162
146 901 -457
620 358 -323
721 63 22
225 672 -732
486 250 314
313 342 295
483 805 690
657 382 -117
20 210 115
551 823 745
342 422 -549
881 930 255
855 798 -125
705 79 252
390 744 -356
19 367 -417
536 418 240
44 961 288
646 84 670
111 814 736
143 821 238
582 154 647
574 913 -924
740 590 -965
543 157 992
372 930 -464
51 581 -561
752 797 805
284 688 -621
733 305 866
219 269 987
257 336 894
752 387 33
316 483 28
336 298 -834
201 302 832
667 824 -966
414 691 101
554 320 -258
561 492 980
731 607 299
472 567 930
418 871 -444
528 708 -383
398 275 -98
371 946 249
216 481 -842
299 115 461
765 122 -879
967 491 60
184 687 -167
920 954 -411
135 14 865
559 149 -955
252 319 -269
320 272 -438
765 64 -614
306 540 472
107 90 850
448 357 -103
295 700 -742
22 777 -369
238 829 314
967 588 386
548 552 -87
503 827 -990
81 58 -114
906 228 84
483 359 -279
362 389 923
423 546 543
805 432 274
491 680 -133
477 33 756
15 444 -33
799 102 -404
260 817 -217
378 166 823
377 638 -886
6 910 190
299 203 835
489 314 823
39 677 -654
522 277 379
297 941 -777
509 312 -393
473 153 -799
233 874 -514
794 191 339
434 367 -489
402 418 -438
941 223 343
786 724 -929
188 556 -837
289 12 381
721 90 -55
822 127 -493
262 541 -157
497 70 -465
850 332 -336
571 352 103
154 855 -458
94 891 693
787 60 -936
442 173 -634
484 917 -367
766 752 -183
482 540 -550
613 912 -85
872 55 227
914 815 -305
520 664 258
225 804 -771
915 349 -79
45 486 846
63 658 731
193 759 869
147 658 222
348 310 954
364 706 245
437 112 -19
815 229 13
858 332 928
41 555 288
717 757 -889
71 556 -747
729 95 744
827 299 400
770 388 -369
740 176 542
532 97 -122
526 921 -540
166 835 -952
846 721 -435
262 35 336
845 613 720
607 857 -344
683 54 4
725 171 -653
612 96 -488
177 816 -600
348 89 -365
744 464 158
252 790 -337
750 921 -866
136 340 -232
968 561 -247
927 921 -128
487 179 776
736 33 38
811 828 -731
343 863 126
621 223 -895
456 875 79
676 756 -969
835 619 -753
849 114 108
488 840 -699
887 324 -460
762 203 336
620 66 196
507 359 -505
321 635 -169
609 792 -894
953 328 606
583 268 -67
963 923 779
502 914 366
937 58 -497
936 396 -18
73 8 150
363 837 -572
13 795 -473
814 434 -12
599 552 -499
598 468 -397
272 551 301
13 605 -53
814 89 569
93 36 396
148 574 -723
204 246 -137
405 590 454
345 588 -886
501 344 -960
810 310 -655
620 944 349
673 662 -217
715 367 248
475 371 713
802 251 -429
623 204 861
47 794 925
833 102 556
45 520 -546
896 592 -497
447 559 -483
28 648 -428
678 826 387
857 485 655
187 574 -594
861 717 967
547 539 20
382 246 516
137 198 -393
381 446 -470
524 177 647
759 756 -707
940 667 -76
716 634 261
387 50 584
602 58 -262
169 123 -312
859 780 -574
262 467 -157
605 264 485
755 294 -324
30 116 -819
257 863 -664
627 630 -256
145 109 -371
573 572 -313
603 35 731
341 294 -941
822 570 -535
348 356 531
429 485 190
936 75 4
722 510 -918
440 89 9
458 65 588
778 795 -931
540 221 -487
652 180 483
363 57 -124
286 776 537
153 939 152
173 1 924
572 350 414
43 457 -572
813 647 725
682 438 293
932 901 79
42 376 443
23 73 586
74 528 5
642 477 -209
483 342 259
914 127 -543
833 15 926
273 742 865
47 877 448
566 659 -698
668 913 400
915 607 339
817 166 46
361 962 -939
568 805 498
140 275 -543
255 338 -421
327 42 413
767 558 -957
527 594 -403
356 324 -980
707 255 476
570 152 340
874 926 872
47 596 414
116 782 -342
455 394 -720
356 843 -982
710 557 381
17 302 -253
559 900 -812
474 712 -607
133 915 288
601 317 -461
439 54 18
837 232 97
74 51 -622
285 911 439
299 722 -882
359 175 344
679 201 499
551 764 -818
510 146 -989
624 843 462
858 239 905
125 795 935
193 754 -557
674 534 -158
122 671 761
764 625 -883
548 243 -784
583 317 -915
726 867 392
131 502 -192
533 496 878
885 860 711
284 101 721
376 911 -738
143 259 415
16 962 -120
593 402 222
596 235 714
196 628 982
505 769 -298
480 772 567
182 957 -484
527 88 516
320 637 699
480 32 150
76 528 -874
194 211 -14
418 689 33
453 443 -858
820 868 731
659 927 -292
243 841 543
138 866 -18
505 743 595
549 316 980
449 547 82
843 332 -414
964 722 -737
308 333 -263
567 840 481
275 554 -511
99 723 931
881 567 692
137 716 -848
556 87 758
38 330 316
297 550 -674
54 133 179
133 961 -776
422 144 -897
156 119 708
591 369 393
515 355 -359
341 58 -911
246 311 302
871 894 624
650 562 675
735 933 -776
404 19 -552
574 569 -362
299 559 -250
351 314 -696
540 712 204
496 690 971
487 909 -892
946 90 -6
748 180 352
13 574 286
797 658 521
620 32 -745
138 168 678
441 401 -164
575 304 704
386 830 -566
904 853 179
928 50 69
692 827 -633
509 177 -553
556 489 891
298 203 609
781 443 641
938 640 -737
796 6 -973
73 503 -277
405 313 166
48 743 179
964 273 288
773 807 852
383 466 -346
302 519 -447
419 784 -730
473 285 -315
459 499 390
803 775 184
944 557 -320
490 865 -323
639 450 710
572 519 667
110 157 -991
314 385 902
1 384 -291
211 23 -677
281 157 -712
930 387 287
755 14 600
528 881 -976
408 423 -279
469 951 489
323 104 709
892 355 378
169 277 -562
180 178 247
328 237 197
161 1 729
208 227 260
940 558 -918
15 414 -340
289 657 -844
721 942 -474
842 261 -270
14 196 713
445 543 -922
172 619 902
727 798 108
567 421 -458
339 879 571
379 501 950
674 945 353
54 642 802
181 769 -810
431 868 984
180 904 640
333 225 -509
802 647 524
567 601 829
23 739 60
828 499 197
212 634 -117
866 809 990
905 367 351
680 905 -765
851 624 -167
699 317 -580
731 123 461
742 624 -518
874 355 821
64 173 -103
94 68 631
102 464 -711
829 427 -17
717 327 -794
842 602 404
620 375 -644
452 616 -490
538 351 220
213 252 552
636 687 -185
21 693 -481
934 453 -371
573 569 -748
493 185 -182
803 935 -632
833 666 457
25 204 -656
158 490 -916
549 795 829
805 281 662
882 738 119
758 436 -470
728 684 -338
857 124 -866
606 792 -76
735 750 -200
274 852 -944
854 932 -415
754 228 -248
665 707 -256
596 327 -716
13 897 -602
619 831 -185
518 369 -273
748 322 -882
65 57 32
425 886 -855
714 510 268
433 515 -331
56 525 -907
411 203 724
11 30 -566
854 309 319
495 372 138
217 848 -253
337 961 29
173 332 128
609 867 -25
104 747 589
904 347 -369
858 219 399
308 739 -788
292 68 334
182 685 -418
53 691 -459
107 286 -936
565 960 389
716 816 -195
870 91 -595
606 562 516
227 582 -799
967 477 -742
278 570 851
54 707 -409
432 5 989
229 597 -946
525 146 -580
871 83 -477
136 355 -857
365 772 -788
116 35 907
408 372 -877
611 435 -124
137 209 797
440 443 610
386 518 -518
553 722 -492
582 553 111
347 505 511
824 779 829
438 382 141
912 504 618
383 436 460
758 725 886
852 592 -763
635 458 272
524 389 209
334 695 468
623 400 82
839 223 932
610 560 782
78 916 -993
546 618 450
197 882 -580
770 264 -982
897 558 -990
259 73 -43
155 746 -5
385 451 503
965 127 -135
228 144 -558
49 736 432
110 505 364
638 642 -542
472 925 -36
801 436 653
867 340 933
457 170 -562
966 926 -736
156 811 -389
771 381 -768
700 495 101
417 125 992
283 281 -733
128 457 625
144 791 805
324 419 379
211 231 -799
396 246 -814
746 172 635
612 795 398
444 501 925
793 340 746
380 359 -789
443 908 345
315 402 974
548 653 -674
660 884 677
468 833 -310
426 191 -465
203 900 -254
40 653 -808
530 644 808
438 203 264
820 79 241
333 612 44
479 272 -4
421 930 591
623 886 357
131 478 -864
253 249 220
768 769 -121
897 541 397
131 367 -133
553 61 -50
907 853 671
194 818 912
621 132 -342
949 700 633
323 308 -764
300 583 525
353 812 200
708 225 -888
546 289 -334
855 699 20
579 199 -339
638 391 -192
499 792 370
130 41 792
864 22 -839
166 583 848
918 951 -691
811 558 -898
937 266 487
60 725 92
244 551 -135
155 948 -978
89 381 84
447 572 -117
751 201 579
217 608 552
321 579 -646
809 269 -714
206 364 -497
900 13 205
38 852 380
296 261 322
266 476 -999
269 574 480
638 481 -243
430 718 -159
608 837 781
664 109 -854
839 459 72
481 757 73
40 292 259
614 687 439
701 423 445
294 928 -344
43 471 -293
562 408 -543
646 496 -68
811 894 -723
2 440 853
673 179 146
958 541 -668
874 935 945
112 942 -371
318 719 988
940 387 -276
607 438 987
211 778 -396
18 313 229
622 630 475
626 401 -463
261 475 701
594 118 -241
447 627 -927
680 233 -566
758 907 489
156 66 942
164 87 -421
201 111 -285
512 69 202
110 111 924
405 483 -227
149 462 196
434 357 635
414 402 -827
167 536 -788
303 713 500
887 174 -853
931 820 452
520 582 443
605 77 772
653 944 530
609 58 808
27 618 -607
490 794 825
458 184 678
939 341 -701
293 304 857
110 237 316
4 89 108
683 126 808
752 943 -987
250 125 12
879 567 119
543 156 -964
893 330 -122
332 265 300
142 610 851
262 458 -770
198 460 -195
363 641 986
224 843 43
192 249 -656
472 345 694
372 761 580
145 779 -436
439 514 424
808 430 640
63 156 444
919 502 -239
674 695 222
288 765 179
351 961 -858
733 249 -785
130 733 -307
661 793 -516
628 326 -522
834 965 -689
875 611 -790
92 522 -561
739 631 4
711 847 652
181 827 -266
177 521 -284
242 917 198
403 72 727
495 772 909
774 752 -275
821 637 343
797 635 257
470 263 293
369 2 -204
10 496 -778
20 224 -869
805 263 475
814 459 739
729 597 709
651 8 302
43 516 -759
415 595 -154
935 880 -131
105 558 227
616 838 689
302 350 297
804 150 -810
763 500 -814
496 930 165
219 64 -524
114 197 336
801 284 -658
315 207 202
525 99 637
364 763 475
15 370 -527
174 908 343
394 870 401
248 366 -476
163 311 -923
795 452 185
936 739 993
174 189 596
76 75 601
140 953 -862
537 567 227
171 12 906
621 736 783
303 913 59
380 655 500
778 242 -794
251 160 929
223 372 92
230 764 527
12 241 468
832 654 362
913 202 -531
756 126 114
822 887 887
636 940 -964
14 490 -935
200 55 793
882 812 926
327 965 842
389 234 -194
160 285 75
965 515 -193
18 598 -156
194 887 113
161 745 -951
219 447 977
465 409 -422
427 334 740
595 625 -634
258 841 748
19 228 678
136 890 -583
318 179 711
385 367 253
475 915 780
232 918 969
794 259 -171
785 750 -4
721 497 497
578 647 -660
386 323 499
617 154 922
100 77 -810
320 83 -641
684 62 -373
812 928 -870
436 790 -55
881 549 32
318 663 230
48 432 670
45 305 554
483 961 195
952 6 -492
561 252 636
493 67 339
837 603 -157
561 234 788
904 58 -887
432 113 95
680 653 -430
304 943 851
471 664 200
758 733 439
488 831 -482
966 423 328
908 486 -224
949 46 -675
213 432 -590
177 855 810
799 77 -218
464 233 312
382 824 -846
800 318 686
931 851
780 805 586
207 43 99
521 579 -96
363 862 -672
280 599 130
93 642 -388
574 809 -323
231 808 -182
1 317 153
205 92 531
908 94 -354
67 490 -255
321 595 -866
760 464 -197
170 526 476
700 387 -919
535 603 -316
434 666 -388
152 95 -474
85 566 948
791 20 -982
745 544 562
333 128 -879
225 125 848
371 770 -28
611 89 19
748 572 -673
599 338 142
105 162 471
700 399 644
47 851 321
729 673 368
516 273 987
238 606 922
214 559 268
724 639 -674
900 126 -738
168 98 173
124 405 18
578 833 854
472 500 853
735 181 642
14 125 725
818 671 377
139 334 593
199 420 937
696 845 147
788 917 989
148 898 -334
677 772 -282
868 918 586
351 827 -652
128 123 -446
95 495 -408
479 581 -953
317 632 -3
9 399 653
477 763 -611
764 22 426
275 867 410
69 921 716
231 373 511
470 487 -72
512 296 93
159 685 528
824 102 -496
86 301 -178
331 730 669
179 588 -425
277 931 -911
292 388 -593
904 497 814
500 4 250
271 346 514
248 711 -459
838 270 -555
721 893 593
284 227 -283
519 256 350
78 323 313
176 857 181
657 148 -894
711 122 -713
561 630 253
40 252 916
333 684 836
208 650 -324
519 159 65
398 432 468
903 319 242
915 846 847
779 323 618
381 46 372
270 653 -980
442 281 -89
488 829 -110
442 471 -593
893 536 -704
392 285 961
277 516 853
878 181 -819
481 122 -97
816 670 491
538 272 614
843 810 -808
446 726 -638
92 506 954
560 22 555
100 221 -891
242 402 777
409 308 716
709 754 76
134 612 -715
12 240 -114
341 388 587
522 761 -679
784 854 483
595 476 669
917 797 -618
822 594 305
402 536 984
633 428 876
479 827 -286
540 811 293
473 48 -906
171 633 55
835 325 -98
4 285 556
324 647 -311
290 120 -409
702 677 470
466 433 -117
97 216 33
896 114 -872
265 900 -942
448 38 -597
55 270 150
515 87 686
852 562 -478
668 318 -928
282 325 490
358 920 -169
234 326 -670
847 893 293
124 50 -141
177 669 569
295 97 -248
9 213 -269
157 190 -24
56 671 -637
628 645 -204
600 41 753
877 833 3
599 777 502
585 835 99
15 887 75
47 466 488
528 73 -488
859 341 -380
910 563 226
923 654 945
795 679 611
44 928 -898
748 721 -396
887 495 103
397 146 -852
354 254 -796
129 545 -16
493 214 -209
77 607 -479
639 510 -634
721 542 -377
642 377 -953
918 505 35
484 372 311
84 667 481
751 216 42
649 627 -37
749 641 415
858 790 -264
852 625 -431
615 685 -906
632 506 -337
443 77 275
708 578 -704
527 838 -722
453 888 692
815 578 759
83 715 -848
726 365 -583
915 18 -993
78 791 368
394 900 702
362 348 -761
717 476 -818
14 650 -901
340 313 591
44 751 -72
870 865 -452
826 673 146
75 825 -199
453 449 -536
678 254 -991
351 567 -911
836 868 -998
426 335 916
281 808 297
196 173 514
642 204 777
215 385 -995
480 178 -492
201 366 -871
874 778 -887
174 812 -691
651 213 28
268 617 666
393 485 -656
481 180 930
166 844 294
903 118 -640
470 21 -830
789 199 -430
652 694 -71
494 365 41
102 659 -250
171 105 -616
162 215 -740
125 215 844
263 204 194
360 889 314
270 848 -172
482 457 -262
672 759 852
200 205 -67
627 373 171
724 239 -667
895 413 353
430 720 -180
322 734 -604
471 397 -433
22 254 516
111 463 440
510 711 -498
653 744 -281
159 355 -175
76 397 -427
748 534 -229
312 615 -363
436 525 -156
635 500 972
541 7 -180
903 643 45
373 647 -229
635 428 251
615 308 876
494 570 -219
99 896 -976
857 469 -613
97 251 906
340 119 398
440 10 224
826 272 520
132 663 137
660 622 683
123 718 479
476 928 507
409 495 364
214 59 284
747 803 -824
111 707 244
557 257 -391
686 655 570
423 888 -320
600 377 -438
921 171 -281
541 785 366
850 553 -817
814 545 -728
908 3 -438
47 798 -751
421 559 285
740 306 565
631 541 296
880 286 -400
434 20 357
178 63 -543
500 775 152
6 416 -977
840 246 -952
550 649 -362
795 845 788
135 796 -859
707 832 667
780 430 -389
259 432 583
543 299 -303
605 794 174
698 560 -99
849 165 -368
355 34 -554
812 338 214
173 438 -870
583 688 866
838 315 485
818 407 987
520 171 140
929 847 204
57 578 176
72 353 932
806 572 590
259 869 -310
143 37 833
756 154 -267
346 812 182
884 679 596
635 796 61
131 498 -91
194 196 -971
755 75 -198
552 134 979
811 680 -746
795 537 -14
390 558 -925
713 127 693
602 232 -146
193 879 -718
53 202 -252
2 75 595
903 617 -803
55 321 513
472 139 683
621 447 -501
792 578 -820
157 80 636
637 106 -408
480 298 48
494 711 -558
447 382 18
151 162 -676
727 570 -874
697 827 -256
374 827 -866
671 229 -598
240 607 698
127 108 595
526 9 435
357 647 -897
813 496 184
592 859 526
10 846 813
445 921 -131
565 128 -359
530 138 705
720 880 -823
503 317 -594
391 223 -71
509 196 919
797 540 -743
758 384 752
310 708 -67
40 453 25
261 67 -279
828 719 925
742 592 956
872 887 657
251 147 -900
73 930 844
162 173 200
717 763 -315
131 737 -913
898 119 557
361 207 -918
69 239 294
229 828 -350
881 664 -218
530 791 627
850 439 -745
194 511 844
118 909 158
471 173 -788
362 213 255
893 48 217
479 689 103
312 251 438
262 342 -120
117 567 -464
457 683 -173
16 542 631
203 258 461
852 612 817
930 16 -178
175 267 583
844 841 -421
242 525 -620
440 733 -841
927 903 239
640 641 331
351 556 -816
931 781 -124
781 634 978
373 626 -664
671 199 -293
139 555 -663
20 919 573
62 229 497
279 274 180
697 565 37
868 301 -908
815 506 964
925 598 -282
131 266 44
243 796 -968
86 246 315
150 579 -865
198 293 -787
910 621 -767
810 707 320
717 432 -237
892 84 -281
914 339 -163
102 816 716
338 667 -668
216 426 -692
234 475 -748
80 458 -969
866 158 621
319 862 -161
537 157 81
490 806 -980
139 745 729
752 508 199
321 13 -514
529 792 16
895 273 305
185 549 594
107 14 302
235 847 -230
712 543 110
252 163 90
66 617 -293
27 281 -97
663 169 -131
853 685 -803
321 790 479
275 449 206
352 901 -543
835 372 992
852 45 -332
418 921 623
384 113 -160
691 611 914
491 420 -511
339 723 -134
358 809 -117
535 136 529
758 650 407
567 595 130
181 120 264
158 384 149
153 876 -18
928 492 396
476 433 -700
142 887 475
544 758 -549
305 696 -673
280 750 -195
680 822 610
425 455 -64
462 174 -838
490 729 273
862 373 -286
312 169 -499
525 454 81
46 493 686
265 751 940
298 505 196
570 293 291
445 311 -785
370 599 -530
479 347 336
415 182 -298
42 605 487
630 813 -641
778 340 593
326 25 389
803 473 -49
564 860 -568
890 834 593
683 642 776
152 188 318
427 925 94
211 241 534
600 751 880
703 86 403
661 177 426
750 369 580
470 738 -86
349 530 -345
157 382 912
848 697 28
851 926 287
560 335 -336
861 104 603
339 74 -696
931 529 458
874 818 -672
490 255 -426
716 284 590
742 588 931
10 745 -397
484 612 459
421 210 -559
875 665 -371
868 830 -121
663 456 -411
535 336 602
514 46 -204
262 227 58
248 76 -590
847 85 -440
198 752 330
41 605 -937
577 350 -993
870 432 -769
332 110 316
717 780 781
413 891 -864
521 235 -483
690 822 616
401 398 -627
535 508 686
785 10 613
529 101 -463
854 279 365
323 18 -807
863 598 345
209 395 -963
467 222 521
513 383 -545
503 681 208
713 331 -463
925 248 -3
197 833 -137
170 22 878
249 475 102
139 654 158
134 436 -46
304 673 -711
217 591 854
18 711 940
520 432 -430
722 299 -554
487 628 335
781 245 691
102 272 822
57 900 -977
902 495 656
180 469 -962
424 715 326
729 625 -997
615 649 -587
516 789 696
317 567 280
96 83 423
922 557 -80
798 306 -433
229 853 982
427 824 -605
113 607 584
175 467 -552
330 194 -490
336 533 236
830 59 -137
30 831 461
530 470 360
565 113 696
739 668 -75
434 354 -469
305 675 -240
178 750 81
366 507 -793
184 762 -990
701 217 -932
110 170 848
184 530 436
454 791 -304
207 683 610
748 136 -207
108 89 -131
515 684 241
388 579 753
434 387 -158
138 862 -238
683 445 242
886 746 -125
640 428 -555
321 911 -410
324 352 75
423 763 694
219 196 202
702 436 -616
156 182 -211
99 399 886
749 41 631
767 292 -731
421 893 197
435 832 474
744 828 -806
725 95 159
560 885 -845
554 181 -870
563 155 -99
274 338 478
799 435 197
410 24 -301
617 174 19
183 489 -987
345 349 -74
16 674 795
