9102 26857
2776 7322 334
682 3914 478
8397 4557 -563
568 7679 -15
4291 7260 -239
2911 6658 305
675 3645 400
4227 6492 -514
8065 1597 258
2419 2200 285
8633 5306 -142
7198 8437 -66
4705 2985 671
1789 4987 251
5093 1227 978
2954 558 -835
5188 7057 -635
8040 5410 466
8760 3127 200
5294 2320 945
949 7970 718
242 3562 -661
2255 7618 777
8436 51 194
2192 4412 -856
3801 931 -82
2329 5967 404
4401 7615 -884
6293 6555 739
8421 4774 82
849 4119 -809
4449 2232 959
1006 2130 954
4991 9005 -813
7302 6919 -793
2933 1185 -468
6700 4436 -741
2231 6835 -521
3345 6853 -740
8501 1616 476
1040 2058 -946
7394 320 629
5834 2164 -88
8203 9065 431
3873 3058 54
7499 2236 718
4187 5883 375
2634 8085 169
262 5285 -708
8258 1254 -878
8740 4072 740
8831 1689 -991
2459 1032 664
1535 6251 -695
6175 8487 700
194 8842 506
698 3265 -255
3238 4451 -263
1761 7362 -425
8047 2926 359
604 7393 677
3321 5003 169
2328 2335 -310
233 1633 723
7584 240 720
7715 1490 935
894 6507 100
376 3377 -157
2609 7438 -674
3139 8404 -795
338 9016 -125
7110 4670 -9
4248 8816 -766
8512 6811 643
7124 4731 717
6235 7331 998
6178 2972 951
6413 6283 583
1367 1592 -567
5016 6950 -439
249 8800 276
2245 424 -967
5521 3731 -360
6708 5630 -181
2400 5648 -199
1575 1005 -525
5417 6177 155
2245 2350 -768
6763 6670 -510
5674 5138 573
7610 274 935
7129 7417 377
8429 40 -653
3019 5396 252
7090 5788 157
1729 1603 903
6524 2167 125
1062 802 -983
7964 8224 867
506 4767 -409
7471 7741 965
1035 5630 -839
1195 7227 -252
6468 1264 -727
7049 1078 -820
5230 4102 -196
847 6439 164
3720 7136 570
3496 3051 -394
2999 8358 912
4977 7513 105
5301 5866 314
6779 847 -248
1397 341 404
112 7585 746
4102 6294 -516
2421 4196 -20
8376 8574 -264
8490 7324 -509
9028 4037 -312
1610 5797 -510
3355 456 44
3422 6121 -791
6505 2561 -823
5358 691 310
1350 3071 533
9073 4122 165
3094 4244 479
2521 4479 164
2390 5745 38
4982 3120 -461
7518 2381 390
7685 1990 242
1991 5142 77
1780 6800 -773
3351 8655 -934
6030 3323 -945
8658 2113 432
5812 8614 750
4339 6449 -252
717 4401 279
3748 22 -241
7346 3816 774
7318 2726 -703
5437 6142 968
1599 8865 508
2825 7548 -120
3690 5979 -356
3589 1116 -986
7770 3778 498
5318 7843 -400
2328 8522 -930
5846 7195 -773
8423 2683 194
6466 617 746
1114 8672 -649
5350 6734 -310
4262 3190 -5
8914 7070 -644
6334 7432 -538
8394 2030 -578
1754 1121 806
1782 5727 753
6952 5788 -997
8852 865 156
3346 5637 905
753 5428 236
327 7715 903
1194 4692 5
1635 8784 770
4818 2285 -741
4947 8167 -694
1994 2262 947
5648 5594 738
8420 2075 660
8908 4186 165
4126 7905 -744
6949 4386 356
5426 8729 -430
1626 7438 793
7361 5575 -943
4727 8879 955
8877 5657 -344
2480 3739 -84
7558 8275 340
5432 4213 480
7035 7885 317
3947 2934 -588
7758 8889 -590
8494 516 -333
1244 3655 442
4911 2851 963
206 670 -997
4584 7088 500
2984 1679 -82
6551 9065 -124
3263 8715 -61
6501 5451 87
5155 1084 688
4691 7106 771
589 4200 -880
1331 2352 -60
4899 2511 -772
4651 1063 789
1693 803 -346
1113 7135 -352
584 3150 530
6915 38 55
3275 4304 -558
4462 4036 649
637 3107 872
798 4808 401
7975 8893 -966
764 1849 871
576 7342 804
3489 6788 -777
529 6548 688
4868 5845 -559
550 8900 -661
8572 8463 -414
3085 7 324
6918 5508 475
7944 4600 485
3612 1650 -924
7764 3680 893
5638 3577 -741
5488 3031 774
6415 2968 -438
2774 8689 -745
3364 4346 726
7066 2836 -218
4367 1265 57
727 8772 533
1087 6744 -28
8403 3742 584
3137 7786 452
6486 2928 114
7481 1274 737
6226 4657 -848
3281 3458 896
7013 139 889
3420 6666 -560
8584 2917 440
5056 8488 99
7245 7241 390
6063 8877 294
3388 4136 -487
6631 8439 -129
4665 9041 -43
5125 8616 30
794 3181 -284
8201 3142 -633
4160 5682 -353
2715 8005 -925
207 3663 -134
8548 5961 708
8756 5789 -635
7706 1414 -502
8699 6071 753
2954 6299 552
2736 155 479
2501 3674 504
2963 3727 -26
8050 2289 -489
2223 6753 807
8258 9070 915
4777 4187 -218
7321 6483 -386
6327 4195 -901
2231 8439 -31
4095 2893 -425
5357 221 534
128 8378 80
2297 3580 522
8062 5409 98
1355 3706 211
4705 5206 618
8512 8692 671
1426 6767 -765
4236 6606 -782
5170 999 962
2868 840 -70
1302 852 518
643 998 703
1085 7274 -188
1119 8091 642
7696 2496 135
6505 2486 -372
6372 3903 -299
7572 2885 228
3220 6861 -486
5294 4510 798
8438 5889 246
1416 4953 -834
5731 6337 598
3147 506 -387
7215 1909 729
6284 8451 300
7951 3268 567
4418 7716 -358
9008 8354 -261
2100 9060 -667
1036 606 2
2138 82 -183
8609 8585 816
4402 1917 -291
6915 2081 -121
5855 1358 -838
5649 8785 -281
6848 5820 879
2566 4491 278
5421 416 -722
3200 8075 -991
8604 7563 -186
3784 6679 -843
7301 1010 843
3159 7922 3
5561 5267 504
2005 6728 955
3919 5756 180
2350 331 997
7664 1299 -253
6539 5017 -538
4105 1294 -851
5250 1248 754
8908 2140 969
1161 1772 48
931 8704 -966
7991 682 231
4973 139 476
2733 1891 -881
3517 3422 -210
1457 1670 703
2100 7969 -162
2568 2035 -400
858 6286 -23
5478 688 -102
1167 1419 738
2113 4810 -826
261 7703 -780
3640 2953 -226
8676 2696 -293
4249 4418 -475
816 6188 -849
4268 6773 -981
5528 1376 98
7444 8696 -849
5084 7863 561
8528 8742 -504
519 1532 154
2491 3146 -465
4253 5846 -732
7786 3077 563
7813 4355 811
7522 2655 274
1580 418 260
727 2437 832
2254 6163 -594
1563 6412 745
7156 4146 647
7090 4801 471
8299 4488 -856
4739 8407 359
7246 6194 575
5117 7651 588
9063 8342 190
7593 7790 -883
5102 5960 -992
6077 5714 -789
8632 280 -10
64 3970 -108
1129 6356 484
8265 8842 710
4779 5593 -563
1493 160 518
2469 3483 549
1763 5025 -64
6206 6675 -734
5354 1772 -230
3415 5136 973
6497 6896 -994
3192 2548 72
8354 8905 -820
8827 2229 666
3206 8602 226
8239 1045 392
2444 5838 -785
1170 7323 955
5080 4872 -751
1199 1261 -831
6212 941 684
6936 8833 -958
5278 8754 262
8734 6301 -673
3139 7306 -966
3391 7701 168
8058 1668 -654
1237 2558 313
6379 7926 -816
4831 3588 124
2178 6498 168
2970 6562 -516
2867 1799 509
1810 3129 180
6590 1949 -565
8873 4235 638
6001 4167 -734
7756 7467 -218
1454 1728 -929
8462 7661 -541
263 8828 -631
281 3112 804
8004 1541 663
3052 3542 749
8528 351 549
1818 890 -468
593 1581 507
95 3284 692
8215 3595 -662
4612 8878 -381
8399 1919 -66
29 6773 -555
8270 248 -276
5800 6488 -165
169 8501 502
2876 3672 504
2472 2819 597
4016 1369 260
1235 8554 -880
5385 1216 13
7059 5622 -773
7739 1898 642
2057 3712 -401
7355 4387 -434
1319 4638 728
864 5206 -437
2697 492 -514
2245 613 340
49 5672 -351
8254 4404 -828
2680 7320 911
3133 2940 861
4953 1662 23
2039 2844 -768
8568 2463 -529
3781 5720 -442
8986 5250 526
9084 4166 -514
87 6075 848
3955 1687 845
5353 7096 -315
5855 6043 486
2632 8135 -792
2025 3060 -142
517 7337 286
1375 4012 117
5693 7108 -849
4370 7265 607
2771 5813 526
5134 6933 -222
7932 3897 -842
7952 6963 415
8955 5332 934
4263 5649 -125
1263 1930 996
2150 5316 -824
667 130 -868
4777 4408 785
5390 2147 -567
1083 8201 671
514 2323 -622
3196 4198 -568
5316 4394 858
1275 3921 244
1299 6830 -527
4795 5607 -166
6149 2664 150
8645 327 -575
546 4327 927
6608 8436 -215
590 5985 142
1717 2411 -60
781 1368 -710
7470 3053 -687
6070 6968 -15
4708 6148 344
7332 7633 471
8596 1789 -482
9056 8328 221
8728 7672 974
7117 4243 -216
8826 8155 -843
5301 5769 -979
701 920 316
8900 8281 462
5135 5525 341
4650 9036 770
110 987 970
6762 3240 -899
7158 4969 -354
219 8456 289
312 7709 -461
5925 3599 572
8416 3657 85
6241 3936 558
7603 3129 -206
980 5844 232
632 4302 211
2254 5769 518
4856 3706 -632
1447 7428 -823
4662 7554 463
5303 1178 639
7842 1365 237
914 1797 863
6844 8411 816
5960 5212 831
1453 2413 -838
6664 77 24
5406 5629 302
1533 7002 -253
5490 6715 -598
777 8933 -26
4653 3426 68
2990 964 -726
4763 6939 100
7525 6020 -552
1080 7567 -514
7392 3770 400
142 8481 738
1894 4163 719
8911 2346 125
5871 306 -624
3411 2032 552
6084 6154 -37
6411 8550 751
4229 1255 61
2587 5247 949
418 6368 738
4338 6833 371
3807 4131 716
1251 3653 -696
1472 9025 -632
4341 5296 601
1646 3528 212
122 626 -601
2444 8339 863
7903 3463 -900
7596 5104 335
2740 6918 915
8305 8159 -918
4216 5433 755
45 1232 -482
4526 6784 666
924 5094 283
2100 562 -418
6049 4802 36
9022 8914 671
2728 4525 441
8869 3224 -60
6450 6179 375
105 2176 984
6916 3909 444
5746 1430 -284
2312 4893 -386
2755 2900 -772
7794 192 -673
1746 5079 -308
2010 6340 -429
8383 1513 658
9023 603 770
8780 1362 431
3941 403 -621
1095 134 -426
6002 6713 -543
5582 1510 413
3765 4156 128
9005 6672 913
4638 8581 594
7346 415 411
6708 1823 -24
7175 7409 -932
4443 2327 357
6262 4387 981
7850 1480 757
8754 923 696
2938 7359 -295
510 4253 72
327 3570 -717
8903 1480 448
7981 6206 -990
3760 8631 771
4034 2022 -253
3713 5707 822
6875 6552 -592
5418 5993 -407
1212 3848 845
7867 2369 699
2203 2635 -686
8711 951 616
6301 8800 247
6774 3119 665
722 5896 -225
5969 7002 -66
4181 3502 420
4999 7528 656
3917 1894 24
6592 6675 -430
5751 1850 485
7394 7857 -729
6223 2844 -250
2074 3248 -573
8091 188 670
795 8066 -496
5599 1139 -354
5027 254 583
1232 6449 -792
1826 4565 927
2626 8281 48
8387 3441 -103
2283 494 683
2791 7720 -682
3404 4216 -173
1862 6849 985
7753 6251 -543
5810 2548 743
8685 1048 250
6782 8101 316
3075 5130 597
742 7825 -34
5692 8402 -335
3695 4699 455
5515 7111 -628
5033 1054 926
5109 8220 467
6608 6503 208
6109 1648 820
6139 8357 746
4337 818 -857
6675 3789 713
4792 2326 -410
4795 4561 593
8253 25 -180
3204 3701 -774
6367 8540 -832
4759 3825 -316
1291 4979 -289
885 3280 355
4793 792 506
349 6910 -103
8619 1656 -835
6884 7018 40
3366 6247 -942
1864 801 428
1749 6069 847
7497 6377 -326
4509 7289 -658
534 6629 146
8918 4985 97
1210 2990 40
4259 2164 -867
4579 799 302
1034 3669 143
2051 6440 527
8632 7573 629
7549 6248 502
1230 1533 -487
897 517 22
4683 4789 971
7268 3495 586
6776 6551 -437
4260 5128 240
3497 8378 -931
999 4448 -236
6058 4300 -122
56 3227 -692
2088 669 -863
4146 1683 578
2998 5759 977
7523 8966 490
8507 8094 165
687 1917 -259
5795 1385 -477
8202 523 -393
3998 8838 -831
2471 3359 644
6909 8094 209
5075 4714 -166
4601 651 691
4245 3084 -236
601 8240 -669
98 5886 272
329 6444 -408
6511 8737 198
5583 6418 796
1582 6329 501
1146 8880 610
2642 4854 -814
8428 7838 -915
1959 1595 95
2666 8413 -50
1751 2477 164
1520 3189 -532
5668 1675 -917
7492 3192 -109
8548 1634 -973
522 2735 250
6005 3979 -773
8298 8845 541
704 648 865
5798 8052 119
2802 4924 -425
8210 387 910
6505 7484 89
1821 5558 -994
8866 3973 -600
3208 1004 -309
7114 2877 390
2490 523 687
2138 5218 476
2199 6461 327
1247 5662 718
2697 1307 629
325 1668 773
4649 6919 270
8776 7571 -920
5296 572 -790
3849 3065 537
4504 3703 -857
4379 2393 362
3695 2149 108
1437 164 -128
2611 4193 575
9009 8754 257
1670 2875 733
2643 2988 768
3248 2073 960
818 7086 -706
754 4586 -532
3522 392 -73
8722 8509 524
80 8968 371
7571 3982 -170
6352 2202 -953
2968 3014 -143
180 4852 260
7388 5876 -786
2387 1400 -515
4766 580 893
5913 1951 384
8699 6284 308
5533 2291 -265
8056 5254 31
3965 6193 870
5270 6855 -209
1070 135 706
4566 1454 -201
160 5451 851
654 2930 266
8882 3045 -215
4353 1399 186
2922 2751 -217
4250 7368 -880
6661 7127 701
3912 8243 -310
5956 8415 -4
2563 4087 -31
5175 2613 -911
5479 2055 745
8379 4087 305
7110 4244 483
2234 7383 -643
9077 535 206
8303 6764 14
3160 1231 446
2598 8827 994
6201 8205 -163
1431 5502 584
4772 1003 296
5541 6621 295
5727 498 58
5308 6724 -819
3212 386 -965
1199 6186 -394
8655 8323 688
8183 1670 504
7345 6257 -715
3763 6039 713
6257 2390 -883
709 7963 -554
5537 5633 637
2018 2274 -773
8969 70 -118
5720 8738 -596
1979 7714 558
2065 4441 -689
3000 127 881
1787 6614 -900
8821 7838 -627
8087 1049 -609
56 387 545
276 4628 -588
4325 1833 -748
8686 2609 540
6375 8853 365
3114 1956 -475
5649 1426 548
5855 2710 -871
478 5521 623
8981 686 595
7511 1147 -391
8640 4542 -186
9095 5267 -660
7725 2963 269
3809 149 150
3141 3247 -400
8737 7785 831
6411 556 -639
605 6243 -454
7947 1656 179
1072 6932 -252
1726 2606 526
5021 5994 541
5395 2960 165
3556 3759 -935
3914 4897 -394
2768 807 -656
9090 8847 115
5942 6557 -388
1707 8319 622
2866 5679 791
7276 2488 -53
8552 6796 213
4453 5263 -210
2358 5983 483
7499 3943 29
1748 5350 -174
8895 5775 577
4381 6314 -477
1290 4797 806
5657 5129 307
5832 2614 659
7500 1786 -578
6810 1140 664
7086 5124 544
7609 8087 -744
1208 8018 5
5815 5142 -298
434 3206 840
1124 1868 530
3071 208 -616
8132 5914 147
156 8733 897
6493 3854 -952
7202 4816 496
5022 2808 27
213 4061 528
1104 621 -47
4456 9044 -194
2800 9041 -669
9062 260 -431
2087 5138 877
6569 2117 -904
5841 5696 -845
733 8342 -995
8655 6344 433
1008 3704 171
3200 3484 785
4201 892 898
5226 6038 -261
5070 3892 928
2088 7859 720
2273 5154 278
7824 1153 937
1744 7302 633
4133 7673 -326
5297 2367 45
7203 6858 252
5011 3984 -869
7519 5604 402
5949 2310 721
2184 5457 927
7419 3772 798
8047 5887 940
6161 2357 -644
8169 2760 568
1141 5742 369
8035 601 434
2633 1804 431
2240 278 -186
414 594 -343
6912 6030 -553
2206 384 -33
4478 7828 406
3440 2467 -651
1961 5319 -107
5722 8673 485
8110 1526 905
9084 2168 248
8417 1257 -819
1317 8313 -415
7219 6973 828
8310 6583 -734
8464 4161 333
5173 6590 -76
8618 4867 110
1945 7295 117
6903 4687 -311
4325 8614 -492
2866 2117 372
6482 8561 100
296 6272 -48
3296 9098 666
3280 875 955
4669 4573 447
3304 9087 -830
6125 36 174
4475 4404 -226
3959 1801 -941
8755 3415 478
2793 2237 590
5396 2797 972
4727 114 251
4316 6740 -930
4833 347 380
8518 6172 -406
83 8189 527
5697 2954 720
4152 1401 -801
6868 4848 525
6800 788 711
2161 4292 157
3148 3500 -537
4325 7651 -867
711 5536 -984
7910 2467 218
3594 4217 -677
8893 2241 -247
7492 619 -187
7797 8761 -1000
7803 4492 60
1586 5439 -493
5889 6248 -156
6148 4980 -612
8123 7900 942
7545 2398 963
8679 1068 -67
1591 7605 -397
2650 5895 440
232 8691 -126
7346 4447 -917
7068 3137 -626
3254 1954 957
8813 2526 -188
5561 5691 208
8637 7743 -230
8831 8417 400
4073 3548 -608
2390 6386 -46
1698 5642 755
2133 2225 783
6683 2832 975
4626 1531 -526
7636 4750 -559
3934 4034 127
910 7916 -397
5683 8230 -758
7583 1727 -248
1305 5244 -732
3499 6909 56
1854 9035 696
1757 5478 -33
286 7266 -214
724 8394 -674
7969 4765 31
1505 5724 619
624 5867 839
1032 6812 -463
154 8314 -533
5943 7408 -704
8003 3523 720
4096 5770 358
6327 7522 -624
5331 6546 -188
3690 8772 348
7620 8194 923
8830 3572 -424
3841 4130 -406
6859 1155 176
5056 908 -787
3174 7279 -856
8045 6690 -913
1602 93 -872
8831 2923 -723
2307 8266 -1
8342 6894 938
4932 1600 879
818 104 -863
7458 2583 328
2163 642 563
3888 5630 -24
8943 1829 -577
3113 7431 256
8657 556 622
2511 6751 -522
8558 4633 913
3744 165 -181
1937 9047 -838
1432 5236 -963
8953 2642 725
185 6846 853
5434 4790 -275
5446 2440 -338
9017 1005 -764
3086 5775 575
4499 8485 -219
6953 6173 -918
4581 4551 -797
6204 2221 913
101 7331 187
8966 3520 -369
5164 5889 -271
209 8524 622
8114 2027 -481
7377 5189 -371
916 8153 20
6954 3159 -554
6360 7568 -85
1851 2714 -964
2274 8614 -478
7589 577 -916
7150 3421 -392
7744 3736 -486
5853 3466 805
5570 3625 -845
3708 4287 -576
6608 2596 949
5272 8330 -152
5929 1944 498
3167 1334 -1000
1810 5007 865
7143 6749 169
504 3010 278
561 7172 128
8337 5271 286
6022 727 -24
716 1159 659
2807 6943 -622
1097 2467 187
6095 4337 -232
876 4162 68
7017 38 -380
8433 4556 -88
6298 6561 -526
7468 8275 455
5558 1816 269
6695 4044 -372
5435 398 -747
5133 6555 930
5089 2778 -421
3540 69 -25
3515 655 880
2019 1686 494
1182 5579 900
3524 2943 761
2818 7632 -238
5760 230 618
6887 6950 -763
5025 66 933
4043 1321 -904
5793 7020 -289
8172 1005 -60
3190 8021 -224
6969 8527 -313
2978 7290 -939
7881 1553 -863
5064 8984 -176
1220 3441 -799
17 5998 648
6689 1092 271
2012 9020 -261
888 863 89
3244 180 527
539 6860 927
216 7693 734
7531 1458 163
5771 4427 717
5206 6109 -59
5947 1392 -416
3591 1097 -656
6597 6351 95
7860 2443 268
8974 5290 -663
2630 7648 966
6968 2857 -377
6655 2219 768
307 2747 -576
7213 5853 450
7444 550 -884
4625 3602 -410
3982 397 -878
376 8191 589
5384 5752 -801
673 318 201
3183 4131 494
56 7661 787
4561 3911 987
541 4922 369
2129 1069 -499
5307 4186 -372
2227 8111 -136
737 6829 -486
7727 8112 136
4193 5414 -854
5841 7762 -747
7262 6876 -845
1987 575 639
7886 3161 852
2954 7362 790
5839 3115 779
1310 2095 -63
3401 2598 255
7160 1933 885
2959 9060 -655
7412 7311 549
1567 4700 770
8859 5376 9
5447 3358 -287
2531 672 -22
7243 3016 -1
4820 3259 -575
8990 9061 -810
7155 1597 899
7502 2858 719
5296 7376 220
3396 1080 -62
6547 2086 329
4905 7270 437
3431 8206 149
3745 1584 727
3709 4005 -421
8597 4515 -716
8258 6256 -488
3479 6805 -623
1242 7515 -841
4453 6926 410
2351 8034 376
1571 8084 978
3828 676 849
5487 4136 845
2059 6766 -786
7040 1653 503
1161 8827 -809
3887 4810 120
478 8641 150
3696 5107 -214
4935 4376 156
6896 3279 -300
6323 212 -9
3136 2820 -186
5030 5292 -47
3238 1034 609
1267 141 362
3061 1079 -433
3851 4334 218
5204 4402 -945
8852 5057 -619
1261 1919 -389
4609 2412 -634
8790 6132 791
1814 3066 206
4227 41 526
4548 1581 155
5010 4038 840
878 4902 -605
6604 4632 -774
1855 3809 195
4318 687 -23
8948 8592 -533
2873 490 -388
1741 1454 243
2438 9049 -926
1246 7916 -419
5568 6191 -184
5804 7062 -241
8915 8522 -918
2283 4160 -152
6956 517 916
5561 2801 434
7489 7190 344
7978 8566 12
6748 308 822
2549 4099 -930
2067 4106 506
878 4141 -592
7390 946 -37
1282 2274 770
7400 2572 -820
7401 8812 -174
563 8240 492
2764 3176 -391
1329 6342 161
7893 3269 -474
2313 4702 342
2269 827 -994
6884 1544 635
7727 353 -410
8177 395 -516
2024 3702 -520
2462 7688 987
5836 3747 -743
4047 9023 -465
6810 5786 -225
3955 5658 -319
9055 415 763
4923 2027 619
4239 1479 994
4559 4905 877
6233 3809 -804
4963 3708 -878
2338 3156 -733
4448 2682 -934
3647 4882 -241
4826 1798 -824
874 4863 486
7628 2241 719
4293 6325 -672
3607 8865 440
6408 8468 949
999 1595 633
1112 5611 511
462 5634 -877
659 519 301
8734 3013 767
6174 5540 780
5892 8262 766
4719 4768 -218
8133 8786 421
7519 3923 -878
6044 3780 -530
5230 5875 -600
8484 6140 740
3865 8435 41
2534 3572 541
8979 4818 428
6338 3545 -878
1866 6677 136
8059 2756 536
2144 4212 -552
5719 4849 38
3042 8724 995
4163 6013 518
6852 9012 -508
4181 7121 -281
7787 5364 -197
143 4506 111
4281 7503 196
4299 8783 -109
4663 2232 265
7297 3932 -715
4241 6939 -873
405 2148 345
7170 8591 82
1001 3155 -97
7288 4986 -484
481 1026 507
8069 6249 549
719 8280 -504
3062 8931 554
4546 1418 149
690 3339 -405
8261 6603 447
1300 2873 558
1258 1223 -56
3850 2060 512
8909 623 -623
3856 3747 719
6950 8389 -340
1742 1586 929
8129 5833 -661
1990 5283 335
8180 1367 -734
5349 8257 -359
3413 3941 -176
2003 349 -124
4485 8462 -854
2029 705 42
651 1378 699
7061 5486 402
9026 1087 -926
1209 8451 -40
1494 219 -973
2105 1171 -958
127 3201 87
3259 110 102
5499 8486 946
2485 8051 -608
1587 3365 795
2932 1799 -480
2653 3152 647
4207 1143 43
7425 2315 900
6190 5140 -164
1884 2166 956
6091 3716 -480
5708 3130 817
1352 5714 -207
4851 3391 130
4393 4880 404
1220 8141 213
5394 7081 -270
5231 8329 -839
2422 8223 511
3984 7246 279
2977 282 -352
8725 1720 619
1619 4827 -712
716 8363 199
806 8389 915
6201 8235 693
8362 4871 487
8409 2802 21
2721 6747 710
7967 7916 -832
8903 728 290
2673 8262 475
7210 990 562
5304 5613 -369
3765 2004 -582
4184 5267 -234
1013 1128 -875
8557 4974 -368
6656 723 148
5160 1575 -617
7369 2850 109
2859 486 -43
5212 6117 964
1489 802 -825
4601 1957 392
7075 3897 366
3624 1524 429
4544 8848 -323
6012 2463 624
7503 6395 -632
2283 5958 -447
4089 9067 987
8888 762 147
5881 7524 30
3198 7422 263
3594 3156 -84
8288 3281 207
8766 3376 -352
1593 1956 -229
2630 3371 -209
1373 167 273
1567 5380 -812
368 8221 -636
3345 6791 326
8362 6510 -925
7844 7765 -190
1470 8406 224
5311 436 -522
5552 1502 -664
640 4764 -845
3497 8477 66
9099 2588 -986
3038 2907 824
35 2838 -333
2029 115 72
5486 1934 -719
1066 4926 88
4848 5096 221
4355 2472 189
2521 932 -619
1017 8469 -870
1798 2442 914
7850 8433 -819
2713 2510 -43
6631 2210 -992
2226 3344 215
6545 1338 -335
8460 3845 -611
2673 8406 767
6540 4577 797
7485 648 -439
1963 1781 -618
4518 8930 -437
8468 1633 -949
1893 8431 -253
6913 6876 315
8486 1920 834
6602 6967 558
6873 7109 953
5765 334 395
2136 2730 697
7477 3626 11
8476 1213 -972
2288 4971 727
5335 8706 97
4066 2194 -336
344 6630 -796
2488 2035 -120
7424 5924 -38
7329 7844 -29
321 6436 -530
4536 1103 -465
1663 1444 -394
6033 1937 -370
3469 1392 -574
6935 5419 742
5196 5560 -537
7297 6476 -82
744 1590 922
4029 6712 -714
2628 5885 -979
7296 4712 -884
7930 4155 438
2123 8677 -678
1527 4555 216
3883 2342 355
2867 4824 -647
6614 2565 -125
276 2554 -871
54 1604 -650
1592 4347 319
2973 6635 -503
787 3089 590
5320 3728 -890
7261 3827 545
5323 8620 -196
5908 3827 384
3795 7289 221
4860 1761 -985
1016 4634 891
6948 8511 -550
7558 6138 897
6281 5463 886
602 5403 511
3609 4736 -401
7870 2602 -777
1542 3108 -999
9009 329 -271
7763 5264 -855
5419 4107 -992
788 8167 -565
6489 4346 120
3543 3359 -140
7046 6534 -766
7665 5032 744
896 6333 -271
3151 6681 578
3447 7406 -312
676 8510 -309
7070 7282 614
7486 1666 177
4636 1499 -307
4317 8396 -72
4566 1062 -752
3491 3380 -585
1006 7213 420
6885 4580 -327
5677 8488 -960
4736 7267 -221
3930 5376 313
5589 1120 -948
3736 4226 902
7190 4400 -89
4802 2398 826
8403 2311 621
8407 6480 867
357 9070 -207
988 571 139
7306 2142 477
4558 639 -927
4316 2301 -768
7918 307 874
3813 268 684
467 7265 978
5669 8912 596
3514 170 892
4039 2769 158
3777 3900 -236
8133 1917 -723
881 1023 881
984 7661 703
1707 4849 262
5964 7850 -621
6999 6842 520
7197 6602 392
1817 2889 -65
1992 5981 542
1242 6391 935
7009 7333 784
5583 2624 -6
8142 7518 728
8769 2685 399
7470 9 -754
2400 6073 409
7764 6614 115
925 4206 325
6410 3040 246
3766 3972 -528
3515 2318 513
6968 2980 815
8654 6786 -220
2634 8793 -370
2371 3951 503
1386 5310 456
7658 4646 -545
7875 1137 -520
1673 7325 -709
3295 3061 -586
1589 5053 -45
3304 1420 -6
626 5309 -55
3871 181 -224
7596 6724 535
36 324 522
3468 4440 255
2725 8518 -728
6169 8336 -611
4642 3108 -437
6178 2444 429
1896 1456 -92
7501 2360 719
6936 813 -823
269 2663 502
5114 334 -636
8990 7344 -901
4154 1444 -603
1014 5357 -378
8079 6944 -296
2846 962 540
4484 8684 -195
7025 3703 -346
2137 5372 -996
7197 653 -993
5471 499 596
1094 1451 -776
6838 582 -944
7927 5455 -935
8876 4086 832
393 5885 -531
203 4508 -910
2 5387 769
6273 401 -919
7120 6128 -277
7156 6640 375
6870 4038 -552
1728 2540 635
5641 5838 -9
4932 4298 -597
992 6050 -459
8224 2757 -368
119 3932 186
1305 1654 713
4121 6783 879
7647 2239 939
8739 1011 614
2521 1738 -942
8395 1341 348
1297 4943 -955
861 3555 -593
6770 8485 34
4829 2888 -883
4128 3269 284
2563 6317 -543
3752 3373 626
5595 301 -152
3419 6690 671
6348 1069 -40
8300 6437 903
4998 6670 -525
6777 5598 566
3869 1283 -429
7452 427 -183
5318 8430 163
8037 8952 -958
5531 1157 465
1859 6446 581
5953 7217 -21
6382 9033 -509
7950 8479 -159
82 355 379
5543 5253 105
7292 8921 -63
4600 5809 116
1455 6253 813
1570 6244 -47
4895 6012 629
5961 2388 627
1711 5650 -459
289 4265 759
1119 5194 -751
9041 731 -661
7509 6508 416
8593 7854 472
3580 461 762
6951 5794 -354
2807 8559 -611
7327 6235 423
250 4119 -592
6593 2529 -163
4127 7076 832
8396 6699 -829
4405 1862 579
5104 8459 -632
2916 3618 -956
3128 1412 583
3533 4191 1000
2602 3372 -297
988 6534 -596
7395 6309 -192
1201 6535 -383
8090 7624 328
2135 3265 -489
6720 8865 -267
5300 985 841
5858 3320 -444
4357 3880 801
2342 6801 -260
913 6919 758
7254 4134 46
7257 7144 729
8626 7168 658
1399 2111 -987
1886 1685 -874
3664 1252 741
107 1807 714
1008 451 -280
92 8537 931
1106 7861 -263
6845 4649 369
4663 4486 621
4903 8702 -191
1662 6484 -294
9065 1388 94
7752 8751 -396
6592 4069 -179
8218 2349 328
8360 6560 927
875 948 914
7163 4635 -192
1926 3628 440
1506 492 618
3897 4169 225
6928 8805 363
6274 8233 -280
7382 4648 -430
4006 4656 919
2689 6372 -382
8355 7092 -270
8174 2807 513
1738 6799 -192
5708 3510 -844
7154 7018 -194
2477 9089 70
4164 1408 -925
7622 3670 492
1435 8868 -899
6228 936 -221
4617 2341 -509
5640 5742 -999
7412 4062 -874
2877 2319 481
3761 5573 615
8641 784 97
4044 7967 -112
6388 7916 -466
8739 8677 473
6362 660 144
500 5730 -405
8619 5411 -257
757 2569 499
4364 7704 -320
5999 5822 -597
8404 1812 779
6690 8671 437
3566 8365 -490
6053 7003 -586
7981 2403 313
592 6558 -908
4283 4532 456
4423 4768 544
7499 6914 -983
3732 1641 -12
5670 640 466
677 4208 -449
3633 6400 -758
7291 6739 -260
2248 1735 -865
